Generation	Inchi	Smiles	Pathway
G3	ROKUUIAOJQBBFO	C(C(CO)(C(C=O)(C)O)N)=O	['C(C(CO)(C(C=O)(C)O)N)=O', ['1276_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	FZBDPFQWGZJRMP	C(C(CO)(C(C(C)=O)O)N)=O	['C(C(CO)(C(C(C)=O)O)N)=O', ['1278_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	RJAZOPJVTUZQDS	C(C(CO)(C(C)O)N)=O	['C(C(CO)(C(C)O)N)=O', ['1298_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	GYLKHSLNLFGTIU	C(C(C(C)O)(C(CN)O)O)=O	['C(C(C(C)O)(C(CN)O)O)=O', ['1314_0', 'Knoevenagel C'], 'C(C(C(CN)O)O)=O', ['31_0', 'Aldol Condensation'], 'C(CO)=O']
G3	WIBFUWRQHYISRX	C(C(C(CO)O)(C(C)O)N)=O	['C(C(C(CO)O)(C(C)O)N)=O', ['1324_0', 'Knoevenagel C'], 'C(C(C(CO)O)N)=O', ['33_0', 'Aldol Condensation'], 'C(CO)=O']
G3	SMFSTUZLWLOMDS	C(C(CN)(C(C=O)O)O)=O	['C(C(CN)(C(C=O)O)O)=O', ['1340_0', 'Knoevenagel C'], 'C(C=O)=O', ['35_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	CLUAZGGJJOMMPW	C(CO)(C(CO)(C(C)O)O)=O	['C(CO)(C(CO)(C(C)O)O)=O', ['1356_0', 'Knoevenagel C'], 'C(CO)(C(CO)O)=O', ['41_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	LXEQBUDYXACQMF	C(CN)(C(CO)(C(C)O)O)=O	['C(CN)(C(CO)(C(C)O)O)=O', ['1370_0', 'Knoevenagel C'], 'C(CN)(C(CO)O)=O', ['49_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	WKRKESUWTIYINN	C(C(CO)(C(C)O)O)(O)=O	['C(C(CO)(C(C)O)O)(O)=O', ['1380_0', 'Knoevenagel C'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	UINMWDACZNCASH	C(C(C(CC=O)O)(CN)O)=O	['C(C(C(CC=O)O)(CN)O)=O', ['1390_0', 'Knoevenagel C'], 'C(CC=O)=O', ['86_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	BXCPYHCFLPQIJB	C(C(C)(C(C=O)(CN)O)O)=O	['C(C(C)(C(C=O)(CN)O)O)=O', ['1398_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['88_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	OSQHEPALADDTRX	C(C(CN)(C(C(C)=O)O)O)=O	['C(C(CN)(C(C(C)=O)O)O)=O', ['1400_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['88_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	ZQMCPLWIIABZAO	C(C(CN)(C(C)O)O)=O	['C(C(CN)(C(C)O)O)=O', ['1428_0', 'Knoevenagel C'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G3	ZVWOARHSYMVKBY	C(C(C(C)O)(C(CO)N)O)=O	['C(C(C(C)O)(C(CO)N)O)=O', ['1430_0', 'Knoevenagel C'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G3	YAVWISVERGTOHY	C(C(CO)(C(C=O)O)O)=O	['C(C(CO)(C(C=O)O)O)=O', ['1438_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	KMZKNPYVLFCBJR	C(C(CO)(C(CC=O)O)O)=O	['C(C(CO)(C(CC=O)O)O)=O', ['1446_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	LLKJMSOIEJAFOF	C(C(CO)(C(C=O)(C)O)O)=O	['C(C(CO)(C(C=O)(C)O)O)=O', ['1448_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	KSPZMTWVXVIPRP	C(C(CO)(C(C(C)=O)O)O)=O	['C(C(CO)(C(C(C)=O)O)O)=O', ['1450_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	JQKDKERJPQSZLX	C(C(CO)(C(C)O)O)=O	['C(C(CO)(C(C)O)O)=O', ['1470_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	DXBKAMXGCDVWGR	C(C(C(CO)O)(C(C)O)O)=O	['C(C(C(CO)O)(C(C)O)O)=O', ['1484_0', 'Knoevenagel C'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	BAZNXRDYVGWQMJ	C(C(C(C)=O)(C(CN)O)O)=O	['C(C(C(C)=O)(C(CN)O)O)=O', ['1502_0', 'Knoevenagel C'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	YFWJYQZZYOHJPS	C(C(CO)(CO)N)=O	['C(C(CO)(CO)N)=O', ['1512_0', 'Knoevenagel C'], 'C=O']
G3	XPSKCZZNEAMINR	C(C(CO)(C(CO)O)N)=O	['C(C(CO)(C(CO)O)N)=O', ['1516_0', 'Knoevenagel C'], 'C=O']
G3	KNWXMEXZFWGIPP	C(CO)(C(CO)(CO)O)=O	['C(CO)(C(CO)(CO)O)=O', ['1518_0', 'Knoevenagel C'], 'C=O']
G3	SOHAKCGLYBHNOI	C(CN)(C(CO)(CO)O)=O	['C(CN)(C(CO)(CO)O)=O', ['1522_0', 'Knoevenagel C'], 'C=O']
G3	WVYAXGDPEPHEBB	C(C(CO)(CN)O)=O	['C(C(CO)(CN)O)=O', ['1534_0', 'Knoevenagel C'], 'C=O']
G3	JEWROQQYJFAKMC	C(C(CO)(C(CO)N)O)=O	['C(C(CO)(C(CO)N)O)=O', ['1536_0', 'Knoevenagel C'], 'C=O']
G3	UZMKAOBHDMJGHD	C(C(C(C)=O)(C(CO)O)O)=O	['C(C(C(C)=O)(C(CO)O)O)=O', ['1550_0', 'Knoevenagel C'], 'C(CO)=O']
G3	UQZFQSGVTNRUAU	C(C(CN)(C(CO)O)O)=O	['C(C(CN)(C(CO)O)O)=O', ['1554_0', 'Knoevenagel C'], 'C(CO)=O']
G3	LRHFAIBMHJARNQ	C(C(C(C=O)O)N)(O)=O	['C(C(C(C=O)O)N)(O)=O', ['1568_0', 'Knoevenagel H'], 'C(C=O)=O', ['35_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	YJLHBEWFAGVZAU	C(CC(C(C(O)=O)N)O)=O	['C(CC(C(C(O)=O)N)O)=O', ['1588_0', 'Knoevenagel H'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	FDEKIUJDQKDLRO	C(C(C)(C(C(O)=O)N)O)=O	['C(C(C)(C(C(O)=O)N)O)=O', ['1590_0', 'Knoevenagel H'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	QJYMWMDDBANNAM	C(C(C(C(C)=O)O)N)(O)=O	['C(C(C(C(C)=O)O)N)(O)=O', ['1592_0', 'Knoevenagel H'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	AYFVYJQAPQTCCC	C(C(C(C)O)N)(O)=O	['C(C(C(C)O)N)(O)=O', ['1610_0', 'Knoevenagel H'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	WZQHBGBYQBOKIK	C(C(C(CN)O)(CC=O)O)=O	['C(C(C(CN)O)(CC=O)O)=O', ['1631_0', 'Knoevenagel H'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	JYPFTOPPKDHQEW	C(C(C(C=O)O)O)(O)=O	['C(C(C(C=O)O)O)(O)=O', ['1641_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	WNQQMTOQQGYXCH	C(CC(C(C(O)=O)O)O)=O	['C(CC(C(C(O)=O)O)O)=O', ['1654_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	AZFXWNDHXWNFRE	C(C(C)(C(C(O)=O)O)O)=O	['C(C(C)(C(C(O)=O)O)O)=O', ['1656_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	HDGNQJMIIPXNJZ	C(C(C(C(C)=O)O)O)(O)=O	['C(C(C(C(C)=O)O)O)(O)=O', ['1658_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	LOUGYXZSURQALL	C(C(C(C)O)O)(O)=O	['C(C(C(C)O)O)(O)=O', ['1676_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	TXIVWMLJMZFCNJ	C(C(C(CO)O)(CC=O)O)=O	['C(C(C(CO)O)(CC=O)O)=O', ['1686_0', 'Knoevenagel H'], 'C(CO)=O']
G3	NFNWRWYCUZAEON	C(CC(C=O)N)(C(CO)O)=O	['C(CC(C=O)N)(C(CO)O)=O', ['1740_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)N)=O', ['21_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	AEIDOSPMECBBFD	C(C(C(CC(CO)O)=O)N)=O	['C(C(C(CC(CO)O)=O)N)=O', ['1743_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)N)=O', ['21_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	LVYQXQPAYHNLQF	C(CC(C=O)O)(C(CO)O)=O	['C(CC(C=O)O)(C(CO)O)=O', ['1756_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['29_0', 'Aldol Condensation'], 'C(CO)=O']
G3	RHBBDYUCVCIMPI	C(C(CO)(CC(CO)=O)O)=O	['C(C(CO)(CC(CO)=O)O)=O', ['1788_0', 'Elimination + enol to keto'], 'C(C(CO)(C(C(CO)O)O)O)=O', ['65_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	XXCROCVPGJNKKK	C(C(C(CCO)=O)(CO)O)=O	['C(C(C(CCO)=O)(CO)O)=O', ['1790_0', 'Elimination + enol to keto'], 'C(C(CO)(C(C(CO)O)O)O)=O', ['65_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	VSCZDXPKQZQUMT	C(C(C(C(CO)O)=O)CO)=O	['C(C(C(C(CO)O)=O)CO)=O', ['1792_0', 'Elimination + enol to keto'], 'C(C(CO)(C(C(CO)O)O)O)=O', ['65_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	CVARGEYVEARLDL	C(C(C(CN)=O)C(CO)O)=O	['C(C(C(CN)=O)C(CO)O)=O', ['1801_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)(C(CN)O)O)=O', ['69_0', 'Knoevenagel C'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	YVXXPGROVYTBAL	C(C(CC(CO)=O)O)(O)=O	['C(C(CC(CO)=O)O)(O)=O', ['1813_0', 'Elimination + enol to keto'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	GEKHDLNOKHNDDY	C(C(C(CCO)=O)O)(O)=O	['C(C(C(CCO)=O)O)(O)=O', ['1815_0', 'Elimination + enol to keto'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	FNWZJGILAMUKQY	C(CC(C(CO)O)=O)(O)=O	['C(CC(C(CO)O)=O)(O)=O', ['1817_0', 'Elimination + enol to keto'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	UQIGQRSJIKIPKZ	C(C(CC(CO)O)=O)(O)=O	['C(C(CC(CO)O)=O)(O)=O', ['1819_0', 'Elimination + enol to keto'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	BQDYLROWRFSQAH	C(C(CO)O)=C(C=O)N	['C(C(CO)O)=C(C=O)N', ['1845_0', 'Elimination2'], 'C(C(C(C(CO)O)O)N)=O', ['19_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	JOWRFZGAUMRLLM	C(C(C(CO)O)O)=C(C=O)N	['C(C(C(CO)O)O)=C(C=O)N', ['1847_0', 'Elimination2'], 'C(C(C(C(C(CO)O)O)O)N)=O', ['21_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	LWYBSAMFHLLIEF	C(C(C=CN)(CO)O)=O	['C(C(C=CN)(CO)O)=O', ['1861_0', 'Elimination2'], 'C(C(CO)(C(CN)O)O)=O', ['67_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	FJNXYKOQBFDOIQ	C(C(C=CN)(C(CO)O)O)=O	['C(C(C=CN)(C(CO)O)O)=O', ['1863_0', 'Elimination2'], 'C(C(C(CO)O)(C(CN)O)O)=O', ['69_0', 'Knoevenagel C'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	XPXXBMCLHANSOP	C(C(C=CN)O)(O)=O	['C(C(C=CN)O)(O)=O', ['1865_0', 'Elimination2'], 'C(C(C(CN)O)O)(O)=O', ['82_0', 'Knoevenagel H'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	MMXFRBUSRCGQCE	C(C(C(C(CO)O)N)O)=O	['C(C(C(C(CO)O)N)O)=O', ['2031_0', 'Mannich Addition'], 'N']
G3	WVFLQJAIFBHEMM	C(C1C(C(C(O)O1)N)O)O	['C(C1C(C(C(O)O1)N)O)O', ['2096_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(CO)O)O)N)=O', ['19_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	HMFHBZSHGGEWLO	C(C1C(C(C(O)O1)O)O)O	['C(C1C(C(C(O)O1)O)O)O', ['2100_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(CO)O)O)O)=O', ['27_0', 'Aldol Condensation'], 'C(CO)=O']
G3	GPRYWMSKVLBMRB	C1C(C(C(O)O1)N)O	['C1C(C(C(O)O1)N)O', ['2104_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)O)N)=O', ['33_0', 'Aldol Condensation'], 'C(CO)=O']
G3	BFZQQKBQRCDWST	C1C(C(C(O)O1)(CO)O)O	['C1C(C(C(O)O1)(CO)O)O', ['2110_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)(C(CO)O)O)=O', ['73_0', 'Knoevenagel C'], 'C=O']
G3	MRFVDSIWLHPFOX	C1C(C(C(O)O1)O)N	['C1C(C(C(O)O1)O)N', ['2118_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)N)O)=O', ['106_0', 'Mannich Addition'], 'N']
G3	FXFCWLXDQUYZSE	C1C(C(C(C(O)O1)N)O)O	['C1C(C(C(C(O)O1)N)O)O', ['2120_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(CO)O)O)N)=O', ['19_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	SRBFZHDQGSBBOR	C1C(C(C(C(O)O1)O)O)O	['C1C(C(C(C(O)O1)O)O)O', ['2124_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(CO)O)O)O)=O', ['27_0', 'Aldol Condensation'], 'C(CO)=O']
G3	RNHXWPCUJTZBAR	C(C(C(C(CN)O)O)O)O	['C(C(C(C(CN)O)O)O)O', ['2143_0', 'Transamination (inverse)'], 'C(C(C(C(CO)O)O)O)=O', ['27_0', 'Aldol Condensation'], 'C(CO)=O']
G3	RGYJIMPXWMLBNK	C(C(CO)(CN)O)O	['C(C(CO)(CN)O)O', ['2172_0', 'Transamination (inverse)'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	UCMFDCZBFHGICK	C(C(CN)(C(CO)O)O)O	['C(C(CN)(C(CO)O)O)O', ['2174_0', 'Transamination (inverse)'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	CUOKHACJLGPRHD	C1(C(C(C(CO)O1)O)O)=O	['C1(C(C(C(CO)O1)O)O)=O', ['2216_0', 'Ring Closure 5 membered O, O'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	XXBSUZSONOQQGK	C1(C(C(C(CO1)O)O)O)=O	['C1(C(C(C(CO1)O)O)O)=O', ['2222_0', 'Ring Closure 6 membered O, O'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	PSUSVGBSODGBTL	C1(CNCC(C1O)O)=O	['C1(CNCC(C1O)O)=O', ['110_0', 'Aldol Condensation'], 'C(CNCC(CO)=O)=O', ['43_0', 'Amadori/Heyns Rearrangement'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	OGYDNRAJWUFKAN	C(C1C(C(CN1)O)O)=O	['C(C1C(C(CN1)O)O)=O', ['112_0', 'Aldol Condensation'], 'C(C(CNCC=O)O)=O', ['100_0', 'Mannich Addition'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	JOIYHICQTODJOT	C(C1C(C(C(CO)N1)O)O)=O	['C(C1C(C(C(CO)N1)O)O)=O', ['114_0', 'Aldol Condensation'], 'C(C(C(CO)NCC=O)O)=O', ['102_0', 'Mannich Addition'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G3	KWDCSBRDQCQHKH	C(CC(C(C(CN)O)N)O)=O	['C(CC(C(C(CN)O)N)O)=O', ['122_0', 'Aldol Condensation'], 'C(C(C(CN)O)N)=O', ['23_0', 'Aldol Condensation'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	BKWXDOXHLINVQC	C(CO)(C(C(C(CO)N)O)O)=O	['C(CO)(C(C(C(CO)N)O)O)=O', ['124_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	IYXIHIRGJNTXQT	C(CN)(C(C(C(CO)N)O)O)=O	['C(CN)(C(C(C(CO)N)O)O)=O', ['126_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	NGRFFJHDPIXBCS	C(CO)(C(C(C(CO)N)O)N)=O	['C(CO)(C(C(C(CO)N)O)N)=O', ['128_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	TYEPXMQCSLBUQN	C(C(C=O)C(C(CO)N)O)=O	['C(C(C=O)C(C(CO)N)O)=O', ['132_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	XGYVTXGBKAEKSN	C(C(CC(C(CO)N)O)=O)=O	['C(C(CC(C(CO)N)O)=O)=O', ['134_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	REQIOPDLGNSWSP	C(CC(C(CO)N)O)=O	['C(CC(C(CO)N)O)=O', ['146_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G3	SKHQXBWWPZVTBL	C(CC(C(C(CN)O)O)O)=O	['C(CC(C(C(CN)O)O)O)=O', ['154_0', 'Aldol Condensation'], 'C(C(C(CN)O)O)=O', ['31_0', 'Aldol Condensation'], 'C(CO)=O']
G3	WCLOIEVAMMWGKD	C(CC(C(C(CO)O)N)O)=O	['C(CC(C(C(CO)O)N)O)=O', ['160_0', 'Aldol Condensation'], 'C(C(C(CO)O)N)=O', ['33_0', 'Aldol Condensation'], 'C(CO)=O']
G3	YRBZBJHRIGQRSX	C(C(C(C(CN)=O)O)O)=O	['C(C(C(C(CN)=O)O)O)=O', ['172_0', 'Aldol Condensation'], 'C(C=O)=O', ['35_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	QWVSJAOISGILAV	C(C(C(C(CO)=O)N)O)=O	['C(C(C(C(CO)=O)N)O)=O', ['174_0', 'Aldol Condensation'], 'C(C=O)=O', ['35_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	AJMCRODHPLSBIB	C(C(C(C=O)O)N)(C(CO)O)=O	['C(C(C(C=O)O)N)(C(CO)O)=O', ['176_0', 'Aldol Condensation'], 'C(C=O)=O', ['35_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G3	YJJIGISOUUDFAW	C(CO)(C(C(CO)(CN)O)O)=O	['C(CO)(C(C(CO)(CN)O)O)=O', ['199_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	CRISNEGXHCJDRX	C(CN)(C(C(CO)(CO)O)O)=O	['C(CN)(C(C(CO)(CO)O)O)=O', ['201_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	RKOMMPNHRBOXSS	C(CO)(C(C(CO)(CO)O)N)=O	['C(CO)(C(C(CO)(CO)O)N)=O', ['203_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	AOPNPKRMTASTLC	C(CO)(C(C(C(CN)O)O)O)=O	['C(CO)(C(C(C(CN)O)O)O)=O', ['249_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G3	AGNNHWCBEUMHDN	C(CN)(C(C(CO)(CN)O)O)=O	['C(CN)(C(C(CO)(CN)O)O)=O', ['275_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	SIQKLYFCQUAREL	C(CO)(C(C(CO)(CN)O)N)=O	['C(CO)(C(C(CO)(CN)O)N)=O', ['277_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	RWAJAMVSHPQTTE	C(CC(C(C(CN)=O)O)O)=O	['C(CC(C(C(CN)=O)O)O)=O', ['285_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	OEVVJWOUJIUREO	C(CC(C(C(CO)=O)N)O)=O	['C(CC(C(C(CO)=O)N)O)=O', ['287_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	ZFLFRQNBEVKBDV	C(C(C=O)C(CO)(CN)O)=O	['C(C(C=O)C(CO)(CN)O)=O', ['289_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	FHYSZSPWXQFGGH	C(C(C)(C(C(CN)=O)O)O)=O	['C(C(C)(C(C(CN)=O)O)O)=O', ['291_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	MSKONFCVYLNJPN	C(C(C)(C(C(CO)=O)N)O)=O	['C(C(C)(C(C(CO)=O)N)O)=O', ['293_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	SQOIZOFSPPKOGH	C(C)(C(C(C(CN)=O)O)O)=O	['C(C)(C(C(C(CN)=O)O)O)=O', ['295_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	QZRMXSVZXCRGAO	C(CO)(C(C(C(C)=O)O)N)=O	['C(CO)(C(C(C(C)=O)O)N)=O', ['297_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	OMPVMQXVAIVXEY	C(C(CC(CO)(CN)O)=O)=O	['C(C(CC(CO)(CN)O)=O)=O', ['299_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	PPFTYFJBDQDNLS	C(CN)(C(C(C)O)O)=O	['C(CN)(C(C(C)O)O)=O', ['343_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	CXFDMCGOFSDJFK	C(CO)(C(C(C)O)N)=O	['C(CO)(C(C(C)O)N)=O', ['345_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	BCDIGRSIKYETOL	C(CC(CO)(CN)O)=O	['C(CC(CO)(CN)O)=O', ['347_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	QHZCJOJZOOJVFU	C(CN)(C(C(C(CN)O)O)O)=O	['C(CN)(C(C(C(CN)O)O)O)=O', ['349_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
