Generation	Inchi	Smiles	Pathway
G2	MRAMFUAQJIBLST	C(C1C(C(CC(O1)O)O)O)=O	['C(C1C(C(CC(O1)O)O)O)=O', ['420_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G2	BPJVQNJYFQFSLO	C(C(C(CO)O)O)(C(CN)O)=O	['C(C(C(CO)O)O)(C(CN)O)=O', ['92_0', 'Keto-enol migration twice'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	WENKHRNUXJHGLX	C(CO)(C(C(C(CO)O)O)N)=O	['C(CO)(C(C(C(CO)O)O)N)=O', ['118_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G2	WZDHWMRAASHPBX	C(CN)(C(CO)O)=O	['C(CN)(C(CO)O)=O', ['122_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	FZHXIRIBWMQPQF	C(C(C(C(C(CO)O)O)O)N)=O	['C(C(C(C(C(CO)O)O)O)N)=O', ['124_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	GVVRLZJIZJWSMN	C(C(C(CO)O)O)(C(CO)N)=O	['C(C(C(CO)O)O)(C(CO)N)=O', ['126_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	QXIZHCOANVTGFW	C(C(C(CO)O)O)(C(CN)N)=O	['C(C(C(CO)O)O)(C(CN)N)=O', ['128_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	QQXFGEUJKYXWND	C(CC(C(C(CO)O)=O)N)=O	['C(CC(C(C(CO)O)=O)N)=O', ['130_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	QXITZEVATLWTSU	C(C(CN)=O)(CC(CO)O)=O	['C(C(CN)=O)(CC(CO)O)=O', ['132_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	AKPTYEPQBXADSU	C(C(C(CC(CO)O)N)=O)=O	['C(C(C(CC(CO)O)N)=O)=O', ['134_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	NYUCQZKJTPTIPO	C(C(CO)O)(CC(CN)=O)=O	['C(C(CO)O)(CC(CN)=O)=O', ['136_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	KKYLFHXPUXAHIL	C(C(CC(C(CO)=O)N)O)=O	['C(C(CC(C(CO)=O)N)O)=O', ['138_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	TWFHIZFWGIYXLI	C(CCO)(C(C(CN)=O)O)=O	['C(CCO)(C(C(CN)=O)O)=O', ['140_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	CWMKSPUMOZECES	C(C(C(C(CCO)N)=O)O)=O	['C(C(C(C(CCO)N)=O)O)=O', ['142_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	FQEIXDZDGYVPNN	C(CN)(C(CC(CO)=O)O)=O	['C(CN)(C(CC(CO)=O)O)=O', ['144_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	VPDIKTZDHYWIDA	C(C(CC(C(C=O)O)O)N)=O	['C(C(CC(C(C=O)O)O)N)=O', ['146_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	SQOIZOFSPPKOGH	C(C)(C(C(C(CN)=O)O)O)=O	['C(C)(C(C(C(CN)=O)O)O)=O', ['148_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	RWAJAMVSHPQTTE	C(CC(C(C(CN)=O)O)O)=O	['C(CC(C(C(CN)=O)O)O)=O', ['152_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	YHSJBTWEGHPLNL	C(CN)(C(C(C(CO)O)O)N)=O	['C(CN)(C(C(C(CO)O)O)N)=O', ['154_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	UFVAKBOWVFHGBO	C(C(C(C(C(CO)O)N)O)O)O	['C(C(C(C(C(CO)O)N)O)O)O', ['175_0', 'Cannizarro 2, glucose (oxidation)'], 'O']
G2	LNCPBFQXTAGTEN	C(CC(C(C(CO)O)N)=O)=O	['C(CC(C(C(CO)O)N)=O)=O', ['210_0', 'Amadori Rearrangement'], 'N']
G2	AEIDOSPMECBBFD	C(C(C(CC(CO)O)=O)N)=O	['C(C(C(CC(CO)O)=O)N)=O', ['212_0', 'Amadori Rearrangement'], 'N']
G2	AHIYIUNMGXQPLE	C(CC(C=O)O)(C(CO)N)=O	['C(CC(C=O)O)(C(CO)N)=O', ['214_0', 'Amadori Rearrangement'], 'N']
G2	QWEHPYRKIXUATR	C(C(C(C=O)O)N)(CCO)=O	['C(C(C(C=O)O)N)(CCO)=O', ['216_0', 'Amadori Rearrangement'], 'N']
G2	IQUYTNXYQLFGFJ	C(C(C(C(C(C)=O)N)O)O)=O	['C(C(C(C(C(C)=O)N)O)O)=O', ['218_0', 'Amadori Rearrangement'], 'N']
G2	CCNHXUOYTNIIJI	C(C(C(CC(CO)=O)N)O)=O	['C(C(C(CC(CO)=O)N)O)=O', ['286_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G2	MEFFHISDEHXYIV	C(C(C(C(C(C)=O)O)N)O)=O	['C(C(C(C(C(C)=O)O)N)O)=O', ['288_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G2	XEBRCGAKPBATGG	C(CC(C(C(C=O)O)N)O)=O	['C(CC(C(C(C=O)O)N)O)=O', ['290_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G2	KXMAOQJMLAAVJY	C(C(C(CO)N)O)=O	['C(C(C(CO)N)O)=O', ['359_0', 'Mannich Addition'], 'N']
G2	ISGLIVNHDPLUFG	C(CO)(C(C(C(CO)O)N)O)=O	['C(CO)(C(C(C(CO)O)N)O)=O', ['361_0', 'Mannich Addition'], 'N']
G2	KTLZNQVCIYBNIW	C(CN)(C(C(C(CO)O)N)O)=O	['C(CN)(C(C(C(CO)O)N)O)=O', ['363_0', 'Mannich Addition'], 'N']
G2	CFIPTNRUUCHLRU	C(C(CC(C(CO)O)N)=O)=O	['C(C(CC(C(CO)O)N)=O)=O', ['366_0', 'Mannich Addition'], 'N']
G2	OGOOLELVTMLOGV	C(CC(C(C(CO)N)O)=O)=O	['C(CC(C(C(CO)N)O)=O)=O', ['368_0', 'Mannich Addition'], 'N']
G2	CWKBVHWILPQTCU	C(C(C(CC(CO)N)=O)O)=O	['C(C(C(CC(CO)N)=O)O)=O', ['370_0', 'Mannich Addition'], 'N']
G2	NFNWRWYCUZAEON	C(CC(C=O)N)(C(CO)O)=O	['C(CC(C=O)N)(C(CO)O)=O', ['372_0', 'Mannich Addition'], 'N']
G2	FDTPCSIZIQTINL	C(CC(C=O)O)(C(CN)O)=O	['C(CC(C=O)O)(C(CN)O)=O', ['374_0', 'Mannich Addition'], 'N']
G2	RBDNNFSBBBQPHT	C(C(C(C(CCO)=O)O)N)=O	['C(C(C(C(CCO)=O)O)N)=O', ['376_0', 'Mannich Addition'], 'N']
G2	YFKHBAKJIYEAQE	C(C(C(C=O)O)O)(CCN)=O	['C(C(C(C=O)O)O)(CCN)=O', ['378_0', 'Mannich Addition'], 'N']
G2	ZROWQRUORDMNAS	C(CC(C(C(C=O)O)O)N)=O	['C(CC(C(C(C=O)O)O)N)=O', ['383_0', 'Mannich Addition'], 'N']
G2	BCFSSHCZTMDDSA	C(C1C(C(C(CN)(O)O1)O)O)O	['C(C1C(C(C(CN)(O)O1)O)O)O', ['390_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	KKEUNLQCVNSTTP	C(C(C1C(C(C(O)O1)O)N)O)O	['C(C(C1C(C(C(O)O1)O)N)O)O', ['408_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G2	IXZISFNWUWKBOM	C1C(C(C(C(CN)(O)O1)O)O)O	['C1C(C(C(C(CN)(O)O1)O)O)O', ['412_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G2	BQCCAEOLPYCBAE	C(C1C(C(C(C(O)O1)O)N)O)O	['C(C1C(C(C(C(O)O1)O)N)O)O', ['422_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G2	PIXGAXWTOCUWQG	C1C(C(C(C(C(O)O1)O)N)O)O	['C1C(C(C(C(C(O)O1)O)N)O)O', ['430_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G3	SLBWSONHNKBIMR	C1(C(C(C(C1)O)O)O)=O	['C1(C(C(C(C1)O)O)O)=O', ['441_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	DDAFIEJZOHGAHJ	C1(C(C(C(CC1O)O)O)O)=O	['C1(C(C(C(CC1O)O)O)O)=O', ['444_0', 'Aldol Condensation'], 'C(C(CC(C(CO)=O)O)O)=O', ['102_0', 'Keto-enol migration twice'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	PMAODVYIDXXALG	C1(C(C(C(C1)O)(CO)O)O)=O	['C1(C(C(C(C1)O)(CO)O)O)=O', ['446_0', 'Aldol Condensation'], 'C(CO)(C(CC(CO)=O)O)=O', ['108_0', 'Keto-enol migration twice'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	ZMGSZYMAJOOYKF	C1(C(CC(CO)(C1O)O)O)=O	['C1(C(CC(CO)(C1O)O)O)=O', ['448_0', 'Aldol Condensation'], 'C(CO)(C(CC(CO)=O)O)=O', ['108_0', 'Keto-enol migration twice'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	UHQNRQMTZAQCBL	C1(C(C(C(CO)(C1)O)O)O)=O	['C1(C(C(C(CO)(C1)O)O)O)=O', ['450_0', 'Aldol Condensation'], 'C(C)(C(C(C(CO)=O)O)O)=O', ['112_0', 'Keto-enol migration twice'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['26_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	QCSROUGOTJEQJK	C1(C(C(C(C)(C1O)O)O)O)=O	['C1(C(C(C(C)(C1O)O)O)O)=O', ['452_0', 'Aldol Condensation'], 'C(C)(C(C(C(CO)=O)O)O)=O', ['112_0', 'Keto-enol migration twice'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['26_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	DNWNZFQXCIWUSQ	C1(C(C(CC(C1O)O)O)O)=O	['C1(C(C(CC(C1O)O)O)O)=O', ['454_0', 'Aldol Condensation'], 'C(CC(C(C(CO)=O)O)O)=O', ['116_0', 'Keto-enol migration twice'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	QNCJVABCUQWVEA	C1(C(C(C(CC1N)O)O)O)=O	['C1(C(C(C(CC1N)O)O)O)=O', ['456_0', 'Aldol Condensation'], 'C(C(CC(C(CO)=O)N)O)=O', ['138_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	IVFIKRYAKGDUCF	C1(C(C(C(C1)O)(CN)O)O)=O	['C1(C(C(C(C1)O)(CN)O)O)=O', ['458_0', 'Aldol Condensation'], 'C(CN)(C(CC(CO)=O)O)=O', ['144_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	RWTXOXXIKYSSBT	C1(C(CC(CO)(C1N)O)O)=O	['C1(C(CC(CO)(C1N)O)O)=O', ['460_0', 'Aldol Condensation'], 'C(CN)(C(CC(CO)=O)O)=O', ['144_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	XOHJPJMWGWTVTN	C1(C(C(C(CN)(C1)O)O)O)=O	['C1(C(C(C(CN)(C1)O)O)O)=O', ['462_0', 'Aldol Condensation'], 'C(C)(C(C(C(CN)=O)O)O)=O', ['148_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	HNNHXMONWFMOCV	C1(C(C(C(C)(C1N)O)O)O)=O	['C1(C(C(C(C)(C1N)O)O)O)=O', ['464_0', 'Aldol Condensation'], 'C(C)(C(C(C(CN)=O)O)O)=O', ['148_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	WWIBEYKNDORSPC	C1(C(C(CC(C1N)O)O)O)=O	['C1(C(C(CC(C1N)O)O)O)=O', ['466_0', 'Aldol Condensation'], 'C(CC(C(C(CN)=O)O)O)=O', ['152_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	BJSQKFGBCNITIV	C1(C(C(C(C1CO)O)O)N)=O	['C1(C(C(C(C1CO)O)O)N)=O', ['468_0', 'Aldol Condensation'], 'C(C(C(C=O)O)N)(CCO)=O', ['216_0', 'Amadori Rearrangement'], 'N']
G3	WAKARUXQIXQJOH	C1(C(C(C(C(C1)O)O)O)N)=O	['C1(C(C(C(C(C1)O)O)O)N)=O', ['470_0', 'Aldol Condensation'], 'C(C(C(C(C(C)=O)N)O)O)=O', ['218_0', 'Amadori Rearrangement'], 'N']
G3	FSUGCKMUTGKWIE	C1(C(C(C(C(C1)N)O)O)O)=O	['C1(C(C(C(C(C1)N)O)O)O)=O', ['500_0', 'Aldol Condensation'], 'C(C(C(CC(CO)=O)N)O)=O', ['286_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G3	CLCXFWFNEQXJJE	C1(C(C(C(C(C1)O)O)N)O)=O	['C1(C(C(C(C(C1)O)O)N)O)=O', ['502_0', 'Aldol Condensation'], 'C(C(C(C(C(C)=O)O)N)O)=O', ['288_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G3	LDPWTVIHCCDZGC	C(C1C(C(C(C1O)O)N)O)=O	['C(C1C(C(C(C1O)O)N)O)=O', ['504_0', 'Aldol Condensation'], 'C(CC(C(C(C=O)O)N)O)=O', ['290_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)N)O)=O', ['30_0', 'Mannich Addition'], 'N']
G3	UDGPTYYVDNKAPG	C1C(C(C(C(C=1)=O)O)O)O	['C1C(C(C(C(C=1)=O)O)O)O', ['506_0', 'Aldol Condensation'], 'C(C(C=CC(CO)=O)O)=O', ['340_0', 'Elimination2'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	XVMNUQMYEWNJFV	C1(C(C(C(C1CO)O)N)O)=O	['C1(C(C(C(C1CO)O)N)O)=O', ['508_0', 'Aldol Condensation'], 'C(C(C(C(CCO)=O)O)N)=O', ['376_0', 'Mannich Addition'], 'N']
G3	OUBOXMCKEXJYDL	C1(C(C(C(C1CN)O)O)O)=O	['C1(C(C(C(C1CN)O)O)O)=O', ['510_0', 'Aldol Condensation'], 'C(C(C(C=O)O)O)(CCN)=O', ['378_0', 'Mannich Addition'], 'N']
G3	GMVRUGGDQSSAAL	C(C1C(C(C(C1N)O)O)O)=O	['C(C1C(C(C(C1N)O)O)O)=O', ['512_0', 'Aldol Condensation'], 'C(CC(C(C(C=O)O)O)N)=O', ['383_0', 'Mannich Addition'], 'N']
G3	HCDKHGUYCIRFGC	C(C(C)(C(C(CO)=O)O)O)=O	['C(C(C)(C(C(CO)=O)O)O)=O', ['526_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	GBYNVYGBOCCFCK	C(C(CC(CO)(CO)O)=O)=O	['C(C(CC(CO)(CO)O)=O)=O', ['528_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	XIIKTJZKWRJKSI	C(C(C(C(CO)=O)O)O)=O	['C(C(C(C(CO)=O)O)O)=O', ['544_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	HFVQLJMYXMMRQM	C(CO)(C(C(CO)(C)O)O)=O	['C(CO)(C(C(CO)(C)O)O)=O', ['565_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	SUYWWIOIVQEMNS	C(CO)(CC(CO)(CO)O)=O	['C(CO)(CC(CO)(CO)O)=O', ['567_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	RBBKOZMUCUHIQM	C(C)(C(C(CO)(CO)O)O)=O	['C(C)(C(C(CO)(CO)O)O)=O', ['569_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	MRKRITSFTIHTAQ	C(CO)(C(C(C)O)O)=O	['C(CO)(C(C(C)O)O)=O', ['577_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	RLJYTLNHFAJLAE	C(CC(CO)(CO)O)=O	['C(CC(CO)(CO)O)=O', ['579_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	NSKJHRGIUMZEHF	C(CO)(C(C(CN)O)O)=O	['C(CO)(C(C(CN)O)O)=O', ['581_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	ZSXYDPAMQLXZSJ	C(C(C(CO)(CO)O)N)=O	['C(C(C(CO)(CO)O)N)=O', ['583_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	ASJSAQIRZKANQN	C(CC(C(CO)O)O)=O	['C(CC(C(CO)O)O)=O', ['606_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	RNZJRDIKDNXKIJ	C(C(C(C(CO)O)O)N)=O	['C(C(C(C(CO)O)O)N)=O', ['608_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['53_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['7_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	QZRMXSVZXCRGAO	C(CO)(C(C(C(C)=O)O)N)=O	['C(CO)(C(C(C(C)=O)O)N)=O', ['614_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	MSKONFCVYLNJPN	C(C(C)(C(C(CO)=O)N)O)=O	['C(C(C)(C(C(CO)=O)N)O)=O', ['617_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	FHYSZSPWXQFGGH	C(C(C)(C(C(CN)=O)O)O)=O	['C(C(C)(C(C(CN)=O)O)O)=O', ['619_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	OMPVMQXVAIVXEY	C(C(CC(CO)(CN)O)=O)=O	['C(C(CC(CO)(CN)O)=O)=O', ['621_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	QWVSJAOISGILAV	C(C(C(C(CO)=O)N)O)=O	['C(C(C(C(CO)=O)N)O)=O', ['645_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	YRBZBJHRIGQRSX	C(C(C(C(CN)=O)O)O)=O	['C(C(C(C(CN)=O)O)O)=O', ['647_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	MTPLMYSUTMBRKU	C(CO)(C(CO)N)=O	['C(CO)(C(CO)N)=O', ['655_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	TXOGIXKACKDTHB	C(CO)(C(C(CO)(C)O)N)=O	['C(CO)(C(C(CO)(C)O)N)=O', ['680_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	BLKWVMZNQNLKQR	C(CN)(C(C(CO)(C)O)O)=O	['C(CN)(C(C(CO)(C)O)O)=O', ['682_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	WQWXZYUDASUZDR	C(CO)(CC(CO)(CN)O)=O	['C(CO)(CC(CO)(CN)O)=O', ['684_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	VFWDSQGCHJHDQE	C(C)(C(C(CO)(CN)O)O)=O	['C(C)(C(C(CO)(CN)O)O)=O', ['686_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	CXFDMCGOFSDJFK	C(CO)(C(C(C)O)N)=O	['C(CO)(C(C(C)O)N)=O', ['698_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	PPFTYFJBDQDNLS	C(CN)(C(C(C)O)O)=O	['C(CN)(C(C(C)O)O)=O', ['700_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	BCDIGRSIKYETOL	C(CC(CO)(CN)O)=O	['C(CC(CO)(CN)O)=O', ['702_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G3	BPDJZQNMULGAOC	C(C(CC(C)(C(CO)O)O)=O)=O	['C(C(CC(C)(C(CO)O)O)=O)=O', ['735_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	PWSOHNXEIARPMG	C(CC(C(C)=O)O)(C(CO)O)=O	['C(CC(C(C)=O)O)(C(CO)O)=O', ['737_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G3	GUIKSEWQILZROY	C(C(C)(CC(C(CO)O)=O)O)=O	['C(C(C)(CC(C(CO)O)=O)O)=O', ['739_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
